City,State_Abbre,Type,Population,Latitude,Longitude
North Little Rock,AR,City,64591,34.769,-92.267
Laguna Niguel,CA,City,64355,33.527,-117.713
Burnsville,MN,City,64317,44.766,-93.278
San Clemente,CA,City,64293,33.428,-117.613
Brentwood,CA,City,64292,37.933,-121.695
Eden Prairie,MN,City,64198,44.854,-93.47
Bellevue,NE,City,64176,41.143,-95.911
Conway,AR,City,64134,35.089,-92.441
West Hartford,CT,Town,64083,41.771,-72.751
Greenwood,IN,City,63830,39.614,-86.11
Lakewood,WA,City,63612,47.172,-122.518
Coon Rapids,MN,City,63599,45.146,-93.285
Ocala,FL,City,63591,29.187,-82.136
Greenwich,CT,Town,63518,41.076,-73.644
Taylor,MI,City,63409,42.241,-83.27
Hamilton,OH,City,63399,39.399,-84.56
Millcreek,UT,City,63380,40.687,-111.863
North Bergen,NJ,Township,63361,40.805,-74.021
Dearborn Heights,MI,City,63292,42.334,-83.273
Brookline,MA,Town,63191,42.316,-71.15
La Habra,CA,City,63097,33.932,-117.946
Santa Cruz,CA,City,62956,36.974,-122.026
Council Bluffs,IA,City,62799,41.261,-95.85
Moore,OK,City,62793,35.338,-97.487
Bossier City,LA,City,62701,32.521,-93.737
Montebello,CA,City,62640,34.01,-118.108
Porterville,CA,City,62623,36.065,-119.016
Port Orange,FL,City,62596,29.143,-80.993
Rowlett,TX,City,62535,32.905,-96.569
Commerce City,CO,City,62418,39.806,-104.932
Revere,MA,City,62186,42.41,-71.012
Pico Rivera,CA,City,62088,33.983,-118.097
Encinitas,CA,City,62007,33.037,-117.292
Chapel Hill,NC,Town,61960,35.913,-79.056
Springfield,OR,City,61851,44.046,-123.022
Hendersonville,TN,City,61753,36.305,-86.62
Wellington,FL,Village,61637,26.667,-80.257
Pontiac,MI,City,61606,42.639,-83.293
Fairfield,CT,Town,61512,41.175,-73.274
Huntersville,NC,Town,61376,35.411,-80.841
San Rafael,CA,City,61271,37.973,-122.527
Plymouth,MA,Town,61217,41.873,-70.611
Irvington,NJ,Township,61176,40.722,-74.234
Hamden,CT,Town,61169,41.425,-72.915
La Mesa,CA,City,61121,32.765,-117.02
Monterey Park,CA,City,61096,34.063,-118.123
Sanford,FL,City,61051,28.812,-81.268
Jupiter,FL,Town,61047,26.934,-80.094
Euless,TX,City,61032,32.837,-97.083
Woodland,CA,City,61032,38.677,-121.773
Gardena,CA,City,61027,33.882,-118.309
Marietta,GA,City,60972,33.953,-84.55
Meriden,CT,Town,60850,41.538,-72.784
Bristol,CT,Town,60833,41.681,-72.94
Piscataway,NJ,Township,60804,40.543,-74.466
Vineland,NJ,City,60780,39.486,-75.026
Des Plaines,IL,City,60675,42.042,-87.886
Richland,WA,City,60560,46.275,-119.274
Taylorsville,UT,City,60448,40.664,-111.939
Great Falls,MT,City,60442,47.505,-111.303
Hoboken,NJ,City,60419,40.742,-74.032
Cupertino,CA,City,60381,37.318,-122.03
West Allis,WI,City,60325,43.017,-88.007
North Miami,FL,City,60191,25.89,-80.186
Owensboro,KY,City,60183,37.774,-87.111
Youngstown,OH,City,60068,41.1,-80.649
Santee,CA,City,60037,32.839,-116.984
Caldwell,ID,City,59996,43.666,-116.687
Corvallis,OR,City,59922,44.564,-123.262
Petaluma,CA,City,59776,38.233,-122.639
Union,NJ,Township,59728,40.701,-74.263
Manchester,CT,Town,59713,41.776,-72.53
Dubuque,IA,City,59667,42.5,-90.667
Medford,MA,City,59659,42.418,-71.11
Kokomo,IN,City,59604,40.487,-86.131
White Plains,NY,City,59559,41.034,-73.763
Gilroy,CA,City,59520,37.004,-121.568
Queen Creek,AZ,Town,59519,33.249,-111.634
Taunton,MA,City,59408,41.902,-71.093
Leander,TX,City,59202,30.579,-97.853
Stonecrest,GA,city,59194,33.706,-84.17
Palm Beach Gardens,FL,City,59182,26.82,-80.118
Hempstead,NY,Village,59169,40.709,-73.625
Grand Forks,ND,City,59166,47.924,-97.031
Casper,WY,City,59038,42.85,-106.325
St Cloud,FL,City,58964,28.246,-81.292
St Clair Shores,MI,City,58874,42.496,-82.889
Apex,NC,Town,58780,35.732,-78.85
Margate,FL,City,58712,26.244,-80.207
Orland Park,IL,Village,58703,41.616,-87.853
Springfield,OH,City,58662,39.925,-83.808
Carson City,NV,Consolidated Municipality,58639,39.164,-119.767
Shoreline,WA,City,58608,47.756,-122.346
Blue Springs,MO,City,58603,39.018,-94.278
Jackson,NJ,Township,58544,40.097,-74.373
Parker,CO,Town,58512,39.518,-104.761
Midwest City,OK,City,58409,35.45,-97.406
Terre Haute,IN,City,58389,39.466,-87.414
Oak Lawn,IL,Village,58362,41.719,-87.749
Bowie,MD,City,58329,38.978,-76.742
Royal Oak,MI,City,58211,42.49,-83.144
Maricopa,AZ,City,58125,33.057,-112.048
Lancaster,PA,City,58039,40.038,-76.306
Hanford,CA,City,57990,36.328,-119.646
Decatur,AL,City,57938,34.604,-86.985
Kettering,OH,City,57862,39.69,-84.169
Coconut Creek,FL,City,57833,26.252,-80.177
Bartlett,TN,City,57786,35.204,-89.869
St Peters,MO,City,57732,38.785,-90.602
Wylie,TX,City,57526,33.014,-96.539
Weymouth,MA,City,57437,42.218,-70.937
Lenexa,KS,City,57434,38.957,-94.728
Burlington,NC,City,57303,36.094,-79.436
Berwyn,IL,City,57250,41.851,-87.793
Lake Havasu City,AZ,City,57144,34.477,-114.338
Fountain Valley,CA,City,57047,33.709,-117.954
Highland,CA,City,56999,34.128,-117.209
Madison,AL,City,56933,34.677,-86.752
Mount Prospect,IL,Village,56852,42.066,-87.937
Arcadia,CA,City,56681,34.136,-118.041
Albany,OR,City,56472,44.635,-123.104
Apple Valley,MN,City,56374,44.732,-93.218
Pocatello,ID,City,56320,42.862,-112.451
National City,CA,City,56173,32.676,-117.098
Parsippany-Troy Hills,NJ,Township,56162,40.865,-74.397
DeSoto,TX,City,56145,32.59,-96.857
Port Arthur,TX,City,56039,29.871,-93.936
Tinley Park,IL,Village,55971,41.575,-87.784
Bradenton,FL,City,55698,27.495,-82.571
Ypsilanti,MI,Charter Township,55670,42.2,-83.614
Smyrna,GA,City,55663,33.886,-84.516
Olympia,WA,City,55605,47.043,-122.9
West Haven,CT,Town,55584,41.275,-72.96
Chicopee,MA,City,55560,42.145,-72.609
Kingsport,TN,City,55442,36.547,-82.56
Perth Amboy,NJ,City,55436,40.506,-74.266
Valdosta,GA,City,55378,30.832,-83.279
New Brunswick,NJ,City,55266,40.496,-74.446
Brookhaven,GA,City,55161,33.861,-84.33
Herriman,UT,City,55144,40.514,-112.033
Diamond Bar,CA,City,55072,34.029,-117.811
Huntington Park,CA,City,54883,33.982,-118.225
Apopka,FL,City,54873,28.672,-81.511
Sarasota,FL,City,54842,27.336,-82.532
Wayne,NJ,Township,54838,40.948,-74.241
Anderson,IN,City,54788,40.105,-85.678
Southaven,MS,City,54648,34.984,-90.016
Coeur dAlene,ID,City,54628,47.674,-116.784
Plainfield,NJ,City,54586,40.619,-74.421
Oak Park,IL,Village,54583,41.887,-87.785
Yucaipa,CA,City,54542,34.034,-117.041
Tigard,OR,City,54539,45.431,-122.771
Peabody,MA,City,54481,42.526,-70.927
Rocky Mount,NC,City,54341,35.942,-77.795
Pensacola,FL,City,54312,30.409,-87.214
Kentwood,MI,City,54304,42.869,-85.645
Bentonville,AR,City,54164,36.372,-94.209
Manhattan,KS,City,54100,39.186,-96.576
Georgetown,MI,Charter Township,54091,42.907,-85.834
Wheaton,IL,City,53970,41.867,-88.106
Elkhart,IN,City,53923,41.685,-85.974
West Sacramento,CA,City,53915,38.58,-121.531
Colton,CA,City,53909,34.074,-117.314
San Jacinto,CA,City,53898,33.787,-116.959
Minnetonka,MN,City,53781,44.914,-93.503
Paramount,CA,City,53733,33.889,-118.16
Galveston,TX,City,53695,29.305,-94.794
Casa Grande,AZ,City,53658,32.879,-111.757
Bonita Springs,FL,City,53644,26.346,-81.779
Howell,NJ,Township,53537,40.162,-74.206
Lacey,WA,City,53526,47.038,-122.829
Edina,MN,City,53494,44.89,-93.35
Bozeman,MT,City,53293,45.679,-111.037
Novato,CA,City,53225,38.108,-122.57
Grand Island,NE,City,53131,40.924,-98.339
Kannapolis,NC,City,53114,35.489,-80.628
Bloomfield,NJ,Township,53105,40.793,-74.191
Pinellas Park,FL,City,53093,27.839,-82.7
Smyrna,TN,Town,53070,35.982,-86.52
Methuen,MA,City,53059,42.729,-71.189
Beaumont,CA,City,53036,33.929,-116.977
West New York,NJ,Town,52912,40.787,-74.013
Logan,UT,City,52778,41.731,-111.835
Normal,IL,Town,52736,40.511,-88.995
Battle Creek,MI,City,52721,42.319,-85.182
La Crosse,WI,City,52680,43.812,-91.251
Elyria,OH,City,52656,41.368,-82.107
Watsonville,CA,City,52590,36.91,-121.756
Glendora,CA,City,52558,34.136,-117.865
Florissant,MO,City,52533,38.789,-90.323
Hoffman Estates,IL,Village,52530,42.047,-88.08
Stratford,CT,Town,52355,41.212,-73.134
Aliso Viejo,CA,City,52176,33.575,-117.725
Burien,WA,City,52066,47.467,-122.339
Marana,AZ,Town,51908,32.436,-111.209
Texas City,TX,City,51898,29.384,-94.903
Placentia,CA,City,51824,33.872,-117.87
Harrisonburg,VA,City,51814,38.449,-78.869
Twin Falls,ID,City,51807,42.556,-114.47
Joplin,MO,City,51762,37.084,-94.513
Dunwoody,GA,City,51683,33.946,-84.334
Cathedral City,CA,City,51493,33.78,-116.467
Delano,CA,City,51428,35.77,-119.246
Troy,NY,City,51401,42.724,-73.692
Collierville,TN,Town,51324,35.042,-89.664
Enid,OK,City,51308,36.397,-97.878
Covina,CA,City,51268,34.09,-117.89
Rosemead,CA,City,51185,34.081,-118.073
Palm Desert,CA,City,51163,33.721,-116.374
Cuyahoga Falls,OH,City,51114,41.134,-81.484
Mishawaka,IN,City,51063,41.661,-86.181
East Hartford,CT,Town,51045,41.764,-72.614
Draper,UT,City,51017,40.525,-111.864
Middletown,OH,City,50987,39.517,-84.405
Lakewood,OH,City,50942,41.485,-81.8
East Honolulu,HI,Census-Designated Place,50922,21.286,-157.707
Summerville,SC,Town,50915,33.019,-80.177
Murray,UT,City,50637,40.659,-111.888
Grapevine,TX,City,50631,32.934,-97.078
Milford,CT,Town,50558,41.231,-73.07
Columbus,IN,City,50474,39.201,-85.921
Downers Grove,IL,Village,50247,41.796,-88.01
Mooresville,NC,Town,50193,35.585,-80.81
Cypress,CA,City,50151,33.817,-118.037
Harrisburg,PA,City,50099,40.263,-76.887
St Louis Park,MN,City,50010,44.948,-93.348
Spring Hill,TN,City,50005,35.752,-86.929
Azusa,CA,City,50000,34.134,-117.907
Chesterfield,MO,City,49999,38.664,-90.578
Newark,OH,City,49934,40.058,-82.403
Sheboygan,WI,City,49929,43.751,-87.713
Bedford,TX,City,49928,32.845,-97.133
Lincoln,CA,City,49757,38.892,-121.293
East Brunswick,NJ,Township,49715,40.421,-74.414
Euclid,OH,City,49692,41.597,-81.527
Cerritos,CA,City,49578,33.859,-118.064
Redford,MI,Charter Township,49504,42.383,-83.295
Biloxi,MS,City,49449,30.395,-88.886
Jeffersonville,IN,City,49447,38.274,-85.742
Lawrence,IN,City,49370,39.836,-86.027
Dublin,OH,City,49328,40.1,-83.114
Ceres,CA,City,49302,37.595,-120.957
Coral Gables,FL,City,49248,25.723,-80.266
Winter Haven,FL,City,49219,28.022,-81.733
Cedar Hill,TX,City,49148,32.59,-96.956
Everett,MA,City,49075,42.407,-71.056
Barnstable,MA,City,48916,41.655,-70.28
Portage,MI,City,48891,42.201,-85.589
Charleston,WV,City,48864,38.35,-81.633
West Orange,NJ,Township,48843,40.79,-74.261
Poway,CA,City,48841,32.956,-117.037
Titusville,FL,City,48789,28.614,-80.808
Hattiesburg,MS,City,48730,31.327,-89.29
Glenview,IL,Village,48705,42.073,-87.802
Washington,NJ,Township,48677,39.742,-75.071
Niagara Falls,NY,City,48671,43.089,-79.063
Monroe,NJ,Township,48594,40.303,-74.439
Roswell,NM,City,48422,33.393,-104.523
Stillwater,OK,City,48394,36.116,-97.059
Wauwatosa,WI,City,48387,43.05,-88.007
Minot,ND,City,48377,48.236,-101.293
Leesburg,VA,Town,48250,39.115,-77.565
Bothell,WA,City,48161,47.76,-122.207
La Mirada,CA,City,48008,33.917,-118.012
Binghamton,NY,City,47969,42.099,-75.913
Rancho Santa Margarita,CA,City,47949,33.644,-117.598
Wilson,NC,City,47851,35.725,-77.91
Egg Harbor,NJ,Township,47842,39.372,-74.64
East Lansing,MI,City,47741,42.735,-84.484
Middletown,CT,Town,47717,41.53,-72.649
Roseville,MI,City,47710,42.497,-82.937
Monroe,LA,City,47702,32.502,-92.117
Burleson,TX,City,47641,32.543,-97.321
Wake Forest,NC,Town,47601,35.979,-78.509
Mansfield,OH,City,47534,40.759,-82.516
Newark,CA,City,47529,37.537,-122.031
Mentor,OH,City,47450,41.666,-81.34
Cleveland,TN,City,47356,35.16,-84.877
Brea,CA,City,47325,33.92,-117.898
Fort Pierce,FL,City,47297,27.447,-80.326
Ocoee,FL,City,47295,28.57,-81.544
Rockwall,TX,City,47251,32.931,-96.46
East Providence,RI,City,47139,41.814,-71.37
Oro Valley,AZ,Town,47070,32.41,-110.996
San Luis Obispo,CA,City,47063,35.282,-120.659
South Brunswick,NJ,Township,47043,40.375,-74.517
Winter Garden,FL,City,46964,28.566,-81.586
Salina,KS,City,46889,38.841,-97.609
Huntington,WV,City,46842,38.421,-82.444
Evesham,NJ,Township,46826,39.878,-74.895
Prescott Valley,AZ,Town,46785,34.603,-112.316
Farmington,NM,City,46624,36.729,-108.208
Charlottesville,VA,City,46553,38.031,-78.482
Beavercreek,OH,City,46549,39.728,-84.057
Strongsville,OH,City,46491,41.314,-81.835
Attleboro,MA,City,46461,41.945,-71.284
Little Elm,TX,City,46453,33.154,-96.943
Westfield,IN,City,46410,40.043,-86.128
Arlington,MA,Town,46308,42.421,-71.163
Altamonte Springs,FL,City,46231,28.664,-81.374
Haltom City,TX,City,46073,32.795,-97.273
Hackensack,NJ,City,46030,40.879,-74.044
Bridgewater,NJ,Township,45977,40.611,-74.622
Goose Creek,SC,City,45946,32.996,-80.039
Huntsville,TX,City,45941,30.724,-95.551
Prescott,AZ,City,45827,34.542,-112.469
Elmhurst,IL,City,45786,41.9,-87.94
Keller,TX,City,45776,32.935,-97.254
Bountiful,UT,City,45762,40.889,-111.881
Kyle,TX,City,45697,29.989,-97.875
Littleton,CO,City,45652,39.614,-105.016
Urbandale,IA,City,45580,41.629,-93.712
Los Banos,CA,City,45532,37.06,-120.848
Morgan Hill,CA,City,45483,37.13,-121.654
Cutler Bay,FL,Town,45425,25.578,-80.338
Brentwood,TN,City,45373,36.033,-86.789
Sayreville,NJ,Borough,45345,40.459,-74.361
Cleveland Heights,OH,City,45312,41.52,-81.556
Sierra Vista,AZ,City,45308,31.555,-110.3
Pearl City,HI,Census-Designated Place,45295,21.394,-157.97
Riverton,UT,City,45285,40.522,-111.939
Alexandria,LA,City,45275,31.311,-92.445
Manchester,NJ,Township,45115,39.948,-74.406
Fairfield,OH,City,44907,39.338,-84.56
Blacksburg,VA,Town,44826,37.229,-80.414
York,PA,City,44800,39.962,-76.728
North Lauderdale,FL,City,44794,26.217,-80.226
Plainfield,IL,Village,44762,41.609,-88.204
Burlington,VT,City,44743,44.476,-73.214
Fond du Lac,WI,City,44678,43.779,-88.447
Mount Laurel,NJ,Township,44633,39.948,-74.894
West Lafayette,IN,City,44595,40.424,-86.908
Palm Springs,CA,City,44575,33.823,-116.546
The Colony,TX,City,44534,33.088,-96.887
Moorhead,MN,City,44505,46.874,-96.768
Mankato,MN,City,44488,44.166,-94.0
Salem,MA,City,44480,42.52,-70.896
Lombard,IL,Village,44476,41.887,-88.018
Freeport,NY,Village,44472,40.658,-73.584
Lompoc,CA,City,44444,34.639,-120.458
Gallatin,TN,City,44431,36.388,-86.446
Wallingford,CT,Town,44396,41.459,-72.8
Rohnert Park,CA,City,44390,38.339,-122.701
Wentzville,MO,City,44372,38.811,-90.853
Wilkes Barre,PA,City,44328,41.246,-75.882
El Centro,CA,City,44322,32.793,-115.563
Bloomfield,MI,Charter Township,44253,42.57,-83.294
Oakland Park,FL,City,44229,26.174,-80.139
Saginaw,MI,Charter Township,44202,43.445,-84.022
Hilo,HI,Census-Designated Place,44186,19.724,-155.087
Greenacres,FL,City,43990,26.626,-80.134
Concord,NH,City,43976,43.204,-71.536
Altoona,PA,City,43963,40.515,-78.402
Campbell,CA,City,43959,37.287,-121.95
Pittsfield,MA,City,43927,42.448,-73.253
Meridian,MI,Charter Township,43916,42.726,-84.406
San Bruno,CA,City,43908,37.631,-122.411
North Brunswick,NJ,Township,43905,40.446,-74.491
Leominster,MA,City,43782,42.526,-71.76
Berkeley,NJ,Township,43754,39.943,-74.266
Linden,NJ,City,43738,40.631,-74.252
Shakopee,MN,City,43698,44.798,-93.525
North Miami Beach,FL,City,43676,25.933,-80.162
Sherman,TX,City,43645,33.637,-96.609
Eagle Mountain,UT,City,43623,40.305,-112.004
Danville,CA,Town,43582,37.822,-122.0
Hagerstown,MD,City,43527,39.642,-77.72
Bremerton,WA,City,43505,47.565,-122.627
Southington,CT,Town,43501,41.607,-72.876
Hickory,NC,City,43490,35.732,-81.338
Waipahu,HI,Census-Designated Place,43485,21.383,-158.022
Sumter,SC,City,43463,33.92,-80.342
Huber Heights,OH,City,43439,39.847,-84.114
Oakley,CA,City,43357,37.998,-121.714
Hillsborough,NJ,Township,43276,40.51,-74.652
Woonsocket,RI,City,43240,42.0,-71.516
Jefferson City,MO,City,43228,38.578,-92.171
Buffalo Grove,IL,Village,43212,42.157,-87.964
Ormond Beach,FL,City,43080,29.284,-81.059
Commerce,MI,Charter Township,43058,42.583,-83.497
Clermont,FL,City,43021,28.558,-81.765
Moline,IL,City,42985,41.507,-90.515
Coppell,TX,City,42983,32.969,-96.994
Puyallup,WA,City,42973,47.192,-122.294
Edmonds,WA,City,42853,47.811,-122.377
Manassas,VA,City,42772,38.751,-77.472
Beverly,MA,City,42670,42.55,-70.883
Spanish Fork,UT,City,42602,40.11,-111.655
Danville,VA,City,42590,36.588,-79.392
Newnan,GA,City,42549,33.374,-84.799
Midland,MI,City,42547,43.613,-84.246
Belleville,IL,City,42404,38.514,-89.984
Gainesville,GA,City,42296,34.299,-83.827
Rancho Palos Verdes,CA,City,42287,33.745,-118.389
Peachtree Corners,GA,City,42243,33.971,-84.221
Lake Worth Beach,FL,City,42219,26.616,-80.057
Enfield,CT,Town,42141,41.987,-72.553
Billerica,MA,Town,42119,42.563,-71.277
Maplewood,MN,City,42088,44.956,-93.005
Schertz,TX,City,42002,29.552,-98.27
Kearny,NJ,Town,41999,40.77,-74.146
Fitchburg,MA,City,41946,42.585,-71.804
Coachella,CA,City,41941,33.681,-116.177
Marlborough,MA,City,41793,42.347,-71.549
Columbia,TN,City,41690,35.615,-87.034
Hollister,CA,City,41678,36.852,-121.402
Marion,IA,City,41535,42.033,-91.599
Marlboro,NJ,Township,41502,40.346,-74.263
Brookfield,WI,City,41464,43.036,-88.115
Bullhead City,AZ,City,41348,35.148,-114.568
Germantown,TN,City,41333,35.093,-89.809
Delaware,OH,City,41302,40.299,-83.068
Milton,GA,City,41296,34.118,-84.27
Lancaster,TX,City,41275,32.592,-96.756
Pine Bluff,AR,City,41253,34.229,-92.003
Grove City,OH,City,41252,39.882,-83.094
Teaneck,NJ,Township,41246,40.893,-74.011
Holly Springs,NC,Town,41239,35.651,-78.834
Hallandale Beach,FL,City,41217,25.985,-80.148
Friendswood,TX,City,41213,29.529,-95.201
Waxahachie,TX,City,41140,32.386,-96.847
Bartlett,IL,Village,41105,41.992,-88.185
Reynoldsburg,OH,City,41076,39.955,-82.812
Covington,KY,City,40961,39.084,-84.508
Montclair,NJ,Township,40921,40.819,-74.216
Manalapan,NJ,Township,40905,40.259,-74.353
Woburn,MA,City,40876,42.48,-71.152
Shelton,CT,Town,40869,41.308,-73.148
Westfield,MA,City,40834,42.121,-72.749
Annapolis,MD,City,40812,38.978,-76.489
Chelsea,MA,City,40787,42.393,-71.034
Culver City,CA,City,40779,34.021,-118.397
Lake Oswego,OR,City,40731,45.419,-122.664
Cedar Falls,IA,City,40713,42.536,-92.445
Duncanville,TX,City,40706,32.652,-96.908
Valley Stream,NY,Village,40634,40.661,-73.704
Lancaster,OH,City,40552,39.714,-82.602
Kailua,HI,Census-Designated Place,40514,21.393,-157.74
Hobbs,NM,City,40508,32.701,-103.136
State College,PA,Borough,40501,40.794,-77.862
New Berlin,WI,City,40451,42.976,-88.108
Hurst,TX,City,40413,32.824,-97.179
Findlay,OH,City,40313,41.043,-83.65
DeKalb,IL,City,40290,41.93,-88.75
Crystal Lake,IL,City,40269,42.241,-88.316
Lincoln Park,MI,City,40245,42.25,-83.177
Aventura,FL,City,40242,25.955,-80.147
Fort Lee,NJ,Borough,40191,40.851,-73.97
Florence,AL,City,40184,34.8,-87.677
Weslaco,TX,City,40160,26.163,-97.991
Norwich,CT,Town,40125,41.551,-72.088
Brighton,CO,City,40083,39.985,-104.818
Oviedo,FL,City,40059,28.67,-81.208
Issaquah,WA,City,40051,47.53,-122.037
Hutchinson,KS,City,40006,38.053,-97.932
Indian Trail,NC,Town,39997,35.084,-80.661
Wausau,WI,City,39994,44.96,-89.627
Winslow,NJ,Township,39907,39.676,-74.867
Florence,SC,City,39899,34.197,-79.766
Romeoville,IL,Village,39863,41.64,-88.081
Carol Stream,IL,Village,39854,41.916,-88.13
Grand Blanc,MI,Charter Township,39846,42.899,-83.663
Plant City,FL,City,39764,28.016,-82.123
Olive Branch,MS,City,39711,34.963,-89.829
Park Ridge,IL,City,39656,42.009,-87.831
Streamwood,IL,Village,39577,42.022,-88.182
San Gabriel,CA,City,39568,34.096,-118.105
Cape Girardeau,MO,City,39540,37.303,-89.519
Bell Gardens,CA,City,39501,33.965,-118.152
Quincy,IL,City,39463,39.933,-91.409
Rexburg,ID,City,39409,43.826,-111.784
Dover,DE,City,39403,39.156,-75.524
Keizer,OR,City,39376,44.989,-123.027
Roy,UT,City,39306,41.162,-112.026
Mount Juliet,TN,City,39289,36.2,-86.519
Amherst,MA,Town,39263,42.342,-72.504
Warren,OH,City,39201,41.237,-80.819
Westerville,OH,City,39190,40.127,-82.932
Grants Pass,OR,City,39189,42.44,-123.327
Pittsfield,MI,Charter Township,39147,42.2,-83.727
Braintree,MA,City,39143,42.208,-71.004
Wheeling,IL,Village,39137,42.137,-87.928
Bettendorf,IA,City,39102,41.527,-90.5
Vestavia Hills,AL,City,39102,33.447,-86.791
Royal Palm Beach,FL,Village,38932,26.706,-80.229
Cottage Grove,MN,City,38839,44.827,-92.94
Phenix City,AL,City,38816,32.471,-85.002
Spartanburg,SC,City,38732,34.95,-81.932
La Vergne,TN,City,38719,36.019,-86.573
Pacifica,CA,City,38640,37.609,-122.496
Calexico,CA,City,38633,32.679,-115.499
West Fargo,ND,City,38626,46.87,-96.9
Lynnwood,WA,City,38568,47.821,-122.315
Clovis,NM,City,38567,34.401,-103.205
Menomonee Falls,WI,Village,38527,43.179,-88.116
Apache Junction,AZ,City,38499,33.413,-111.546
Atlantic City,NJ,City,38497,39.364,-74.423
Post Falls,ID,City,38485,47.715,-116.948
Lebanon,TN,City,38431,36.208,-86.291
Groton,CT,Town,38411,41.362,-72.049
East Point,GA,City,38358,33.677,-84.441
Winter Springs,FL,City,38342,28.676,-81.27
Urbana,IL,City,38336,40.112,-88.207
Shrewsbury,MA,Town,38325,42.284,-71.716
Muskegon,MI,City,38318,43.234,-86.248
Rosenberg,TX,City,38282,29.557,-95.809
Holland,MI,Charter Township,38276,42.829,-86.085
Peachtree City,GA,City,38244,33.396,-84.591
Owasso,OK,City,38240,36.266,-95.855
Holyoke,MA,City,38238,42.206,-72.609
Belleville,NJ,Township,38222,40.796,-74.159
Orion,MI,Charter Township,38206,42.752,-83.274
Northglenn,CO,City,38131,39.903,-104.978
La Puente,CA,City,38062,34.02,-117.951
Adelanto,CA,City,38046,34.579,-117.41
Carpentersville,IL,Village,37983,42.121,-88.258
Stanton,CA,City,37962,33.803,-117.993
Monrovia,CA,City,37931,34.145,-118.001
Hot Springs,AR,City,37930,34.504,-93.055
Portage,IN,City,37926,41.576,-87.181
